tweets,label
luego el mero ver como se lleva tan amablemente en twitter con famosas terfas que en varias ocasiones se le ha comentado el tema trans y su reaccion siempre es de indiferencia deja claro su postura esto no fue solo que un dia nos enloquecimos colectivamente contra ella,NP
se merece el cielo por su activismo y lo chida que es activistas mediaticas de hoy ni la mencionan ha hablado de eso la tula pero creo es mas importante recordarla como victima del panico trans una morra nada que ver random que la pusieron al sol para abusar el escandalo,NP
RT cambalache app para intercambiar ropa entre mujeres lt diganles que la comunidad trans quiere esto para unir mtf con ftm,NP
reconoce la scjn derechos de homosexuales en puebla ante el imss URL,NP
ese joe es una joya echate vete a la mierda mi fabrica de baile o el cover de maricas corazon brillante,NP
te recomiendo por dm a alguien ree cuir que te va a gustar,NP
amo con todo mi corazon que seamos personas mediaticas hagamoslo mas solo que no se nos olvide que somos una como suerte de legion de gente trans no estamos para nada solitas y eso vale la pena celebrar tambien,NP
la gente que argumenta que esta ok que una actriz cis como scarjo lleve el papel de un hombre trans entonces ha de estar ok con que ocean s se haga con hombres en drag en los roles de esas mujeres o sea se puede y seria bonito pero solo entiendan su argumento pues,NP
basicamente es si vamos a usar etiquetas que sea parejo y no se vale decir que es trans vs normal o trans vs bio,NP
senala que entre y en mexico han ocurrido crimenes de odio contra homosexuales HASHTAG URL,NP
matrimonio igualitario en todo mexico marca de verificacion matrimonio igualitario en todo usa marca de verificacion trans en los medios marca de verificacion no se pierdan el pride de manana arcoiris,NP
trabajar para que la HASHTAG sea un lugar en donde la discriminacion no tenga cabida donde se respete la diversidad y se valore como lo que es el cosmos al que pertenecen todos los seres humanos es el compromiso de presidenta del flecha hacia la derecha url URL,NP
a huevo si asi los pendejos se alejan en fa y voila yo siempre digo soy trans de entrada lo tengo tatuado,NP
jajaja seh mas bien siempre ha estado ahi el miedo a lo gay es en parte que un hombre le guste lo femenino eso desde,NP
en que el personaje es drag flamboyant y femenino estoy de acuerdo que los creadores se vieron pueblerinos pero se disculparon,NP
transgenero y transexuales piden al ine facilidades para emitir su voto URL,NP
las personas trans no binaries y hombres cis femeninos tienen mas valentia y belleza de que lo que pueda entender en su fragil y caduca mente masculina URL,NP
i remember ahorititita en el solo por que si decidieron prohibir los vuelos a la gente trans URL,NP
gente les dejo de regalo a la paloma jota para que usen a gusto en sus redes o conversaciones de whatsapp sean responablas URL,NP
el de junio habra marcha del orgullo lgbt el objetivo es la visualizacion de la comunidad trans asociacion jovenes prevenidos saltillo,NP
yo por lo general abogo por que las etiquetas al ser autoimpuestas sean lo que una quiere esto implica que pueden existir mujeres lesbianas que nunca se han acostado con mujeres gente trans que no ha transicionado etc,NP
oficialmente desde ahora ya son las hermanas wurl andy se abrio como una mujer trans de nombre lilly URL,NP
como sea de la iglesia a estas alturas yo creo que mas que un te permitimos ser asi sea solo para hombres gay vaya que nos merecemos un te pido perdon comunidad lgbt por ser tan culeros por tanto tiempo por lo menos,NP
muchos chicos trans no quieren la faloplastia,NP
ve es un hombre trans tiene vagina y va a los banos de mujeres URL,NP
plan de vida hacer un servicio de transporte con camiones basados en transformers de esos chulos que por seguridad transmiten su ubicacion que se especialice en llevar transgenicos para permitir cocina especial con recetas bajas en grasas trans le llamare lgbte llevo,NP
podemos hablar de como HASHTAG ha hecho historia es la primera mujer trans nominada en la categoria mejor actriz drama por su trabajo en la ultima temporada de HASHTAG URL,NP
justo de hecho este tema mas que un tema trans es un tema de la mujer nomas que de la gente trans se espera que default te operes siempre he dicho que si alguien asume que una persona sea mejor solo por que se ve mejor tengo un multinivel buenisimo que venderles,NP
que de paso aprovecho para mencionar al con quien he visto ya varias cirugias y no solo el sino toodo su staff y equipo son de lo mas de carinosos y carinosas conmigo y con la gente trans me consta se siente una cuidada pues,NP
pero saben que tienen ustedes dos amor gay,NP
cuando literal me de gusto o mas me identifique ser una lo sere las sexualidades son descriptivas y no prescriptivas ni mucho menos excluyentes igual soy un poquito de una un poquito de otra hay gente hetero que es un poquito gay,NP
en ultimas estoy ok con que erotizen lo trans ahora que lo acepten,NP
le doy anos a que arranquen a aparecer las primeras mujeres trans embarazadas via transplante de utero dan a luz via cesarea y ahi preparense para que lleguen los biologos proctologos de twitter a hacer de las suyas pre pa ren sensen URL,NP
el primer hospital infantil en eua que tiene un programa dedicado a tratamientos afirmativos para juventudes trans ha recibido muchas amenazas de muerte a su staff y ataques a sus instalaciones por parte de gente antiderechos bandera estados unidos luces de policia bandera transgenero URL,NP
lol les habia dicho que todas las reglas para excluir gente trans afectan mas a la gente que no es trans giggle es una app solo para mujeres que no son trans y a cada rato las morras cis dejan comentarios de no me pudieron validar la foto para registrar URL,NP
ahh bueno eso si sucede bastante marcha y festival al tiempo aca en la cdmx de hecho hay una contramarcha anticapitalista y marchas varias de esta indole como por ej la marcha lencha a mi lo que me salta es que existan diferentes niveles de acceso,NP
bue les comparto en watchdogs hay un personaje trans y adivinen quien va a ser su voz para la version en espanol URL,NP
una mujer que no es trans deciden que tiene demasiada testosterona y le prohiben competir en su deporte eso si le pidieron que tome pastillas para reducir su testo y ahi si los medios hablan de performance reducing drugs URL,NP
HASHTAG no mames si no sabe hacer lipsync que es lo basico de una drag queen pues ni como ayudarle HASHTAG,NP
ayer vi un post de una trans odiante quejandose que en su epoca no habia gente lgbt cuando estudiaba les comparto no es que no hubiera es que nos obligaban a escondernos saben a quien mas le paso esto a la gente zurda que apenas se les acepto salieron del closet URL URL,NP
seh eso de no se puede por ser trans nah,NP
cuando no eres trans URL,NP
hoy en HASHTAG la bala activista gorda machorra y transfeminista exhibicionista politizada URL,NP
luego les digo soy lesbiana y lo juro les vole los sesos literal segundos de silencio y me repite entonces con un trans si jajajaja carajo mejor veamonos en roja,NP
los mejores besos gays de la television y recuerdan las escenas mas sonadas entre personajes homosexuales en hoy a las pm por HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG arcoiris marca de beso URL,NP
por lo general pienso que me van a golpear por otros motivos aparte de ser lesbiana y ya con eso URL,NP
me parece espectacular ootra la tercera clinica trans,NP
entrevistamos a briza de souza la primera transexual de fakings enterate de todos los detalles en URL URL,NP
bueno la recomendacion fue un documental acerca de la homosexualidad soy transexual ubico la diferencia,NP
transiciones asombrosas de hombres trans URL URL,NP
sorprendido cuantas mujeres en el gob mexicano tenemos una representacion cero diversa casi ni un politico abiertamente gay tampoco URL,NP
a muuchos hombres trans les super resbala sus genitales eso si la hormonizacion hace que tu clit se haga como pene,NP
a huevo ahi es donde va una pareja homosexual dos chicos o dos chicas,NP
lo digo por que a fin de cuentas a mi me ha tocado pasar por proceso legal para poder pinshis ir al bano siempre pienso la gente que se moviliza para sacar a las personas trans de sus banos vestidores que cosas hace en el bano por que yo entro es a usarlo pues URL,NP
puro pinche amigo homosexual perdon paous eres una nina bien y yo con estas locas HASHTAG,NP
la categoria abierta da oportunidad de participacion a las personas trans en rl deporte,NP
feminista radical circa antes que llegara la ola de trans odiantes a aduenarse del movimiento URL,NP
jajajaja eso fue totally escrito por una mujer trans,NP
en esta cuenta se respeta y se ama a las personas trans corazon morado bandera transgenero URL,NP
asi celebro los anos hoy con este video deseando a todos lo mejor con orgullosamente un hombre homosexual en el ambiente gay URL via,NP
ni hablar de lo mismo con la busqueda de gente que done sangre pero vas y miras y ambas practicas se especializan en decirle a la gente que no todavia existe la ilegal practica de prohibir donativos de sangre si eres gay por ejemplo las aseguradoras te rebotan por todo,NP
gracias y hicieron que brotara la modernidad e inspiracion para mi novela gay tu sangre por mi vida pronto,NP
y anado una pareja de mujer trans y hombre trans puede dar bebes y son parte de la diversidad y lo lgbt,NP
oh wow las feministas radicales trans excluyentes apoyan a trump vaya no se por que me sorprendi al descubrirlo URL,NP
la viruela simica no afecta solamente a hombres gay aclaran oms verificadores y expertos URL,NP
desde que sali del closet he enterrado a amigas una mujer trans asesinada cada dos dias en mexico pero lo que importa es que la gente transfobica no se sienta ofendida,NP
jijole eso de medir a la gente no binarie por su sexo al nacer es requete discriminatorio nunca lo hagan,NP
dale anos mas batman sale del closet como trans especie o algo asi,NP
el otro dia me dijeron que las mujeres trans nunca tendriamos el rostro afilado de las mujeres cis un termino que nunca en mi vida habia escuchado y que todavia sigo sin entender que significa,NP
cuando eres mujer trans salen los pendejos de abajo de las piedras basicamente,NP
exacto los hombres trans no son mujeres y no quisieran entrar a un bano de mujeres lo que si es la gran mayoria son pro feminismo no hay por que andar culpandolos de banalizar tu vida belu URL,NP
ahh okay super pense me tomabas como hombre trans y ya iba a entrar con antorchas,NP
yo todo lo que hice fue decir en voz alta que soy mujer trans que soy super feliz por esto y los medios enloquecieron como alguien puede ser trans y feliz y aca estamos,NP
que locura en gdl mi timeline a esta hora esta llena de berenjena en la cdmx sucede pero no es asi de extremo y no dudo es el algoritmo de twitter basado en los temas de cosas que se dicen cercanas a mi los amo gente gay de gdl,NP
como descubriste eras gay de peque URL chiingos de personas bonitas en este video via,NP
ay de hecho si tengo teatro encima y para esto que busca eddie estoy casi segura me invitaron ya solo que estoy en guadalajara grabando otra serie y no llego a las fechas de ed horrible por que casi no hay oportunidades trans y puom super gracias compartir d,NP
ser trans es exhaustivo pero a la larga valedor y nos hace mas rudas pa la vida HASHTAG,NP
afortunadamente en la HASHTAG promovemos los derechos de todas las personas trans URL,NP
pues llevaba rato persiguiendo el por que la wikipedia en espanol es tan terf los articulos de feminismo les cambian genero por sexo y en los comentarios se quejan del borrado de mujeres y tope que nada mas la fundadora de wikimujeres es trans excluyente URL,NP
por primera vez habla de su relacion gay URL,NP
no chille joto URL,NP
con el reality HASHTAG HASHTAG finalista de rupaul s drag race espera aumentar la visibilidad de la comunidad en el mundo pop y del entretenimiento URL,NP
ayy por supuesto te recomiendo hables con quienes han hecho cosas con ninos y ninas trans y pues aca me tienes d,NP
estoy de acuerdo cualquier actor o actriz deberia de poder hacer cualquier papel esto quiere decir que cualquier persona que no es trans deberia de poder hacer un papel trans pero tambien que cualquier persona trans deberia de poder hacer papel de alguien que no es trans,NP
sin mencionar que a mi me gusta mi genero soy una persona re binaria ojo no binarista no se lo impongo a nadie pero no por que alguien tenga problemas con la gente trans ahora tengo que decir hola soy humana sin genero prefiero tener mil generos genero en exceso,NP
a carolina le va a explotar la cabeza cuando descubra hay gente trans no binaria,NP
uy como vieja lesbiana que estes con tu novia por ahi en un date y lleguen dos hombres que onda nenas por que solas y te aborden a platicar o que se te sienten en la mesa,NP
todos los esfuerzos antitrans afectan mas a la gente que no es trans ahora sacan a mujeres que no son trans de los banos URL le quieren hacer inspeccion genital a ninas para los deportes URL,NP
